,label,body_text,body_text_clean,body_text_tokenized,body_text_nostop,body_text_stemmed,body_text_lemmatized
4551,ham,Try to do something dear. You read something for exams,Try to do something dear You read something for exams,"['try', 'to', 'do', 'something', 'dear', 'you', 'read', 'something', 'for', 'exams']","['try', 'something', 'dear', 'read', 'something', 'exams']","['tri', 'someth', 'dear', 'read', 'someth', 'exam']","['try', 'something', 'dear', 'read', 'something', 'exam']"
4552,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st Ur Lovely Friendship good morning dear,"['7', 'wonders', 'in', 'my', 'world', '7th', 'you', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'personality', '3rd', 'ur', 'nature', '2nd', 'ur', 'sms', 'and', '1st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']","['7', 'wonders', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'personality', '3rd', 'ur', 'nature', '2nd', 'ur', 'sms', '1st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']","['7', 'wonder', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'person', '3rd', 'ur', 'natur', '2nd', 'ur', 'sm', '1st', 'ur', 'love', 'friendship', 'good', 'morn', 'dear']","['7', 'wonder', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'personality', '3rd', 'ur', 'nature', '2nd', 'ur', 'sm', '1st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']"
4553,ham,Gettin rdy to ship comp,Gettin rdy to ship comp,"['gettin', 'rdy', 'to', 'ship', 'comp']","['gettin', 'rdy', 'ship', 'comp']","['gettin', 'rdi', 'ship', 'comp']","['gettin', 'rdy', 'ship', 'comp']"
4554,ham,I am in hospital da. . I will return home in evening,I am in hospital da  I will return home in evening,"['i', 'am', 'in', 'hospital', 'da', 'i', 'will', 'return', 'home', 'in', 'evening']","['hospital', 'da', 'return', 'home', 'evening']","['hospit', 'da', 'return', 'home', 'even']","['hospital', 'da', 'return', 'home', 'evening']"
4555,ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS ITNOW READ IT BACKWARDS,"['piss', 'is', 'talking', 'is', 'someone', 'that', 'realise', 'u', 'that', 'point', 'this', 'at', 'is', 'itnow', 'read', 'it', 'backwards']","['piss', 'talking', 'someone', 'realise', 'u', 'point', 'itnow', 'read', 'backwards']","['piss', 'talk', 'someon', 'realis', 'u', 'point', 'itnow', 'read', 'backward']","['piss', 'talking', 'someone', 'realise', 'u', 'point', 'itnow', 'read', 'backwards']"
4556,ham,Think + da. You wil do.,Think  da You wil do,"['think', 'da', 'you', 'wil', 'do']","['think', 'da', 'wil']","['think', 'da', 'wil']","['think', 'da', 'wil']"
4557,ham,I'm awake oh. What's up.,Im awake oh Whats up,"['im', 'awake', 'oh', 'whats', 'up']","['im', 'awake', 'oh', 'whats']","['im', 'awak', 'oh', 'what']","['im', 'awake', 'oh', 'whats']"
4558,ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,Good afternoon my boytoy How goes that walking here and there day  Did you get that police abstract Are you still out and about I wake and miss you babe,"['good', 'afternoon', 'my', 'boytoy', 'how', 'goes', 'that', 'walking', 'here', 'and', 'there', 'day', 'did', 'you', 'get', 'that', 'police', 'abstract', 'are', 'you', 'still', 'out', 'and', 'about', 'i', 'wake', 'and', 'miss', 'you', 'babe']","['good', 'afternoon', 'boytoy', 'goes', 'walking', 'day', 'get', 'police', 'abstract', 'still', 'wake', 'miss', 'babe']","['good', 'afternoon', 'boytoy', 'goe', 'walk', 'day', 'get', 'polic', 'abstract', 'still', 'wake', 'miss', 'babe']","['good', 'afternoon', 'boytoy', 'go', 'walking', 'day', 'get', 'police', 'abstract', 'still', 'wake', 'miss', 'babe']"
4559,ham,How much u trying to get?,How much u trying to get,"['how', 'much', 'u', 'trying', 'to', 'get']","['much', 'u', 'trying', 'get']","['much', 'u', 'tri', 'get']","['much', 'u', 'trying', 'get']"
4560,ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",Come around  ltDECIMALgt pm vikkyim otside nw il come by tht time,"['come', 'around', 'ltdecimalgt', 'pm', 'vikkyim', 'otside', 'nw', 'il', 'come', 'by', 'tht', 'time']","['come', 'around', 'ltdecimalgt', 'pm', 'vikkyim', 'otside', 'nw', 'il', 'come', 'tht', 'time']","['come', 'around', 'ltdecimalgt', 'pm', 'vikkyim', 'otsid', 'nw', 'il', 'come', 'tht', 'time']","['come', 'around', 'ltdecimalgt', 'pm', 'vikkyim', 'otside', 'nw', 'il', 'come', 'tht', 'time']"
4561,ham,Tell me again what your address is,Tell me again what your address is,"['tell', 'me', 'again', 'what', 'your', 'address', 'is']","['tell', 'address']","['tell', 'address']","['tell', 'address']"
4562,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",Honeybee Said Im d Sweetest in d World God Laughed amp Said WaitU Havnt Met d Person Reading This Msg MORAL Even GOD Can Crack Jokes GMGNGEGN,"['honeybee', 'said', 'im', 'd', 'sweetest', 'in', 'd', 'world', 'god', 'laughed', 'amp', 'said', 'waitu', 'havnt', 'met', 'd', 'person', 'reading', 'this', 'msg', 'moral', 'even', 'god', 'can', 'crack', 'jokes', 'gmgngegn']","['honeybee', 'said', 'im', 'sweetest', 'world', 'god', 'laughed', 'amp', 'said', 'waitu', 'havnt', 'met', 'person', 'reading', 'msg', 'moral', 'even', 'god', 'crack', 'jokes', 'gmgngegn']","['honeybe', 'said', 'im', 'sweetest', 'world', 'god', 'laugh', 'amp', 'said', 'waitu', 'havnt', 'met', 'person', 'read', 'msg', 'moral', 'even', 'god', 'crack', 'joke', 'gmgngegn']","['honeybee', 'said', 'im', 'sweetest', 'world', 'god', 'laughed', 'amp', 'said', 'waitu', 'havnt', 'met', 'person', 'reading', 'msg', 'moral', 'even', 'god', 'crack', 'joke', 'gmgngegn']"
4563,ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,Should i buy him a blackberry bold 2 or torch Should i buy him new or used Let me know Plus are you saying i should buy the  ltgt g wifi ipad And what are you saying about the about the  ltgt g,"['should', 'i', 'buy', 'him', 'a', 'blackberry', 'bold', '2', 'or', 'torch', 'should', 'i', 'buy', 'him', 'new', 'or', 'used', 'let', 'me', 'know', 'plus', 'are', 'you', 'saying', 'i', 'should', 'buy', 'the', 'ltgt', 'g', 'wifi', 'ipad', 'and', 'what', 'are', 'you', 'saying', 'about', 'the', 'about', 'the', 'ltgt', 'g']","['buy', 'blackberry', 'bold', '2', 'torch', 'buy', 'new', 'used', 'let', 'know', 'plus', 'saying', 'buy', 'ltgt', 'g', 'wifi', 'ipad', 'saying', 'ltgt', 'g']","['buy', 'blackberri', 'bold', '2', 'torch', 'buy', 'new', 'use', 'let', 'know', 'plu', 'say', 'buy', 'ltgt', 'g', 'wifi', 'ipad', 'say', 'ltgt', 'g']","['buy', 'blackberry', 'bold', '2', 'torch', 'buy', 'new', 'used', 'let', 'know', 'plus', 'saying', 'buy', 'ltgt', 'g', 'wifi', 'ipad', 'saying', 'ltgt', 'g']"
4564,ham,But you were together so you should be thinkin about him,But you were together so you should be thinkin about him,"['but', 'you', 'were', 'together', 'so', 'you', 'should', 'be', 'thinkin', 'about', 'him']","['together', 'thinkin']","['togeth', 'thinkin']","['together', 'thinkin']"
4565,ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,hiya hows it going in sunny africa hope u r avin a good time give that big old silver back a big kiss from me,"['hiya', 'hows', 'it', 'going', 'in', 'sunny', 'africa', 'hope', 'u', 'r', 'avin', 'a', 'good', 'time', 'give', 'that', 'big', 'old', 'silver', 'back', 'a', 'big', 'kiss', 'from', 'me']","['hiya', 'hows', 'going', 'sunny', 'africa', 'hope', 'u', 'r', 'avin', 'good', 'time', 'give', 'big', 'old', 'silver', 'back', 'big', 'kiss']","['hiya', 'how', 'go', 'sunni', 'africa', 'hope', 'u', 'r', 'avin', 'good', 'time', 'give', 'big', 'old', 'silver', 'back', 'big', 'kiss']","['hiya', 'hows', 'going', 'sunny', 'africa', 'hope', 'u', 'r', 'avin', 'good', 'time', 'give', 'big', 'old', 'silver', 'back', 'big', 'kiss']"
4566,ham,At WHAT TIME should i come tomorrow,At WHAT TIME should i come tomorrow,"['at', 'what', 'time', 'should', 'i', 'come', 'tomorrow']","['time', 'come', 'tomorrow']","['time', 'come', 'tomorrow']","['time', 'come', 'tomorrow']"
4567,spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,Wanna have a laugh Try CHITCHAT on your mobile now Logon by txting the word CHAT and send it to No 8883 CM PO Box 4217 London W1A 6ZF 16 118pmsg rcvd,"['wanna', 'have', 'a', 'laugh', 'try', 'chitchat', 'on', 'your', 'mobile', 'now', 'logon', 'by', 'txting', 'the', 'word', 'chat', 'and', 'send', 'it', 'to', 'no', '8883', 'cm', 'po', 'box', '4217', 'london', 'w1a', '6zf', '16', '118pmsg', 'rcvd']","['wanna', 'laugh', 'try', 'chitchat', 'mobile', 'logon', 'txting', 'word', 'chat', 'send', '8883', 'cm', 'po', 'box', '4217', 'london', 'w1a', '6zf', '16', '118pmsg', 'rcvd']","['wanna', 'laugh', 'tri', 'chitchat', 'mobil', 'logon', 'txting', 'word', 'chat', 'send', '8883', 'cm', 'po', 'box', '4217', 'london', 'w1a', '6zf', '16', '118pmsg', 'rcvd']","['wanna', 'laugh', 'try', 'chitchat', 'mobile', 'logon', 'txting', 'word', 'chat', 'send', '8883', 'cm', 'po', 'box', '4217', 'london', 'w1a', '6zf', '16', '118pmsg', 'rcvd']"
4568,ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",CHA QUITEAMUZING THATSCOOL BABEPROBPOP IN  CU SATTHEN HUNNY 4BREKKIE LOVE JEN XXX PSXTRA LRG PORTIONS 4 ME PLEASE ,"['cha', 'quiteamuzing', 'that', 'scool', 'babeprobpop', 'in', 'cu', 'satthen', 'hunny', '4brekkie', 'love', 'jen', 'xxx', 'psxtra', 'lrg', 'portions', '4', 'me', 'please', '']","['cha', 'quiteamuzing', 'scool', 'babeprobpop', 'cu', 'satthen', 'hunny', '4brekkie', 'love', 'jen', 'xxx', 'psxtra', 'lrg', 'portions', '4', 'please', '']","['cha', 'quiteamuz', 'scool', 'babeprobpop', 'cu', 'satthen', 'hunni', '4brekki', 'love', 'jen', 'xxx', 'psxtra', 'lrg', 'portion', '4', 'pleas', '']","['cha', 'quiteamuzing', 'scool', 'babeprobpop', 'cu', 'satthen', 'hunny', '4brekkie', 'love', 'jen', 'xxx', 'psxtra', 'lrg', 'portion', '4', 'please', '']"
4569,ham,Omg how did u know what I ate?,Omg how did u know what I ate,"['omg', 'how', 'did', 'u', 'know', 'what', 'i', 'ate']","['omg', 'u', 'know', 'ate']","['omg', 'u', 'know', 'ate']","['omg', 'u', 'know', 'ate']"
4570,spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,URGENT This is the 2nd attempt to contact UU have WON £1000CALL 09071512432 b4 300603tcsBCM4235WC1N3XXcallcost150ppmmobilesvary max£7 50,"['urgent', 'this', 'is', 'the', '2nd', 'attempt', 'to', 'contact', 'uu', 'have', 'won', '1000call', '09071512432', 'b4', '300603tcsbcm4235wc1n3xxcallcost150ppmmobilesvary', 'max', '7', '50']","['urgent', '2nd', 'attempt', 'contact', 'uu', '1000call', '09071512432', 'b4', '300603tcsbcm4235wc1n3xxcallcost150ppmmobilesvary', 'max', '7', '50']","['urgent', '2nd', 'attempt', 'contact', 'uu', '1000call', '09071512432', 'b4', '300603tcsbcm4235wc1n3xxcallcost150ppmmobilesvari', 'max', '7', '50']","['urgent', '2nd', 'attempt', 'contact', 'uu', '1000call', '09071512432', 'b4', '300603tcsbcm4235wc1n3xxcallcost150ppmmobilesvary', 'max', '7', '50']"
4571,ham,:( but your not here...., but your not here,"['', 'but', 'your', 'not', 'here']",[''],[''],['']
4572,ham,Not directly behind... Abt 4 rows behind ü...,Not directly behind Abt 4 rows behind ü,"['not', 'directly', 'behind', 'abt', '4', 'rows', 'behind', 'ü']","['directly', 'behind', 'abt', '4', 'rows', 'behind', 'ü']","['directli', 'behind', 'abt', '4', 'row', 'behind', 'ü']","['directly', 'behind', 'abt', '4', 'row', 'behind', 'ü']"
4573,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed  Free entry 2 100 wkly draw txt MUSIC to 87066,"['congratulations', 'ur', 'awarded', '500', 'of', 'cd', 'vouchers', 'or', '125gift', 'guaranteed', 'free', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'music', 'to', '87066']","['congratulations', 'ur', 'awarded', '500', 'cd', 'vouchers', '125gift', 'guaranteed', 'free', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'music', '87066']","['congratul', 'ur', 'award', '500', 'cd', 'voucher', '125gift', 'guarante', 'free', 'entri', '2', '100', 'wkli', 'draw', 'txt', 'music', '87066']","['congratulation', 'ur', 'awarded', '500', 'cd', 'voucher', '125gift', 'guaranteed', 'free', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'music', '87066']"
4574,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",Had your contract mobile 11 Mnths Latest Motorola Nokia etc all FREE Double Mins  Text on Orange tariffs TEXT YES for callback no to remove from records,"['had', 'your', 'contract', 'mobile', '11', 'mnths', 'latest', 'motorola', 'nokia', 'etc', 'all', 'free', 'double', 'mins', 'text', 'on', 'orange', 'tariffs', 'text', 'yes', 'for', 'callback', 'no', 'to', 'remove', 'from', 'records']","['contract', 'mobile', '11', 'mnths', 'latest', 'motorola', 'nokia', 'etc', 'free', 'double', 'mins', 'text', 'orange', 'tariffs', 'text', 'yes', 'callback', 'remove', 'records']","['contract', 'mobil', '11', 'mnth', 'latest', 'motorola', 'nokia', 'etc', 'free', 'doubl', 'min', 'text', 'orang', 'tariff', 'text', 'ye', 'callback', 'remov', 'record']","['contract', 'mobile', '11', 'mnths', 'latest', 'motorola', 'nokia', 'etc', 'free', 'double', 'min', 'text', 'orange', 'tariff', 'text', 'yes', 'callback', 'remove', 'record']"
4575,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",Urgent call 09066350750 from your landline Your complimentary 4 Ibiza Holiday or 10000 cash await collection SAE TCs PO BOX 434 SK3 8WP 150 ppm 18,"['urgent', 'call', '09066350750', 'from', 'your', 'landline', 'your', 'complimentary', '4', 'ibiza', 'holiday', 'or', '10000', 'cash', 'await', 'collection', 'sae', 'tcs', 'po', 'box', '434', 'sk3', '8wp', '150', 'ppm', '18']","['urgent', 'call', '09066350750', 'landline', 'complimentary', '4', 'ibiza', 'holiday', '10000', 'cash', 'await', 'collection', 'sae', 'tcs', 'po', 'box', '434', 'sk3', '8wp', '150', 'ppm', '18']","['urgent', 'call', '09066350750', 'landlin', 'complimentari', '4', 'ibiza', 'holiday', '10000', 'cash', 'await', 'collect', 'sae', 'tc', 'po', 'box', '434', 'sk3', '8wp', '150', 'ppm', '18']","['urgent', 'call', '09066350750', 'landline', 'complimentary', '4', 'ibiza', 'holiday', '10000', 'cash', 'await', 'collection', 'sae', 'tc', 'po', 'box', '434', 'sk3', '8wp', '150', 'ppm', '18']"
4576,ham,No plans yet. What are you doing ?,No plans yet What are you doing ,"['no', 'plans', 'yet', 'what', 'are', 'you', 'doing', '']","['plans', 'yet', '']","['plan', 'yet', '']","['plan', 'yet', '']"
4577,ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,Hi My engagement has been fixd on  ltgt th of next month I know its really shocking bthmm njan vilikkamt ws al of a sudn,"['hi', 'my', 'engagement', 'has', 'been', 'fixd', 'on', 'ltgt', 'th', 'of', 'next', 'month', 'i', 'know', 'its', 'really', 'shocking', 'bthmm', 'njan', 'vilikkamt', 'ws', 'al', 'of', 'a', 'sudn']","['hi', 'engagement', 'fixd', 'ltgt', 'th', 'next', 'month', 'know', 'really', 'shocking', 'bthmm', 'njan', 'vilikkamt', 'ws', 'al', 'sudn']","['hi', 'engag', 'fixd', 'ltgt', 'th', 'next', 'month', 'know', 'realli', 'shock', 'bthmm', 'njan', 'vilikkamt', 'ws', 'al', 'sudn']","['hi', 'engagement', 'fixd', 'ltgt', 'th', 'next', 'month', 'know', 'really', 'shocking', 'bthmm', 'njan', 'vilikkamt', 'w', 'al', 'sudn']"
4578,ham,Not course. Only maths one day one chapter with in one month we can finish.,Not course Only maths one day one chapter with in one month we can finish,"['not', 'course', 'only', 'maths', 'one', 'day', 'one', 'chapter', 'with', 'in', 'one', 'month', 'we', 'can', 'finish']","['course', 'maths', 'one', 'day', 'one', 'chapter', 'one', 'month', 'finish']","['cours', 'math', 'one', 'day', 'one', 'chapter', 'one', 'month', 'finish']","['course', 'math', 'one', 'day', 'one', 'chapter', 'one', 'month', 'finish']"
4579,ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),Wow didnt think it was that common I take it all back ur not a freak Unless u chop it off,"['wow', 'didnt', 'think', 'it', 'was', 'that', 'common', 'i', 'take', 'it', 'all', 'back', 'ur', 'not', 'a', 'freak', 'unless', 'u', 'chop', 'it', 'off']","['wow', 'didnt', 'think', 'common', 'take', 'back', 'ur', 'freak', 'unless', 'u', 'chop']","['wow', 'didnt', 'think', 'common', 'take', 'back', 'ur', 'freak', 'unless', 'u', 'chop']","['wow', 'didnt', 'think', 'common', 'take', 'back', 'ur', 'freak', 'unless', 'u', 'chop']"
4580,spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",For ur chance to win a £250 wkly shopping spree TXT SHOP to 80878 TsCs wwwtxt2shopcom custcare 08715705022 1x150pwk,"['for', 'ur', 'chance', 'to', 'win', 'a', '250', 'wkly', 'shopping', 'spree', 'txt', 'shop', 'to', '80878', 'tscs', 'wwwtxt2shopcom', 'custcare', '08715705022', '1x150pwk']","['ur', 'chance', 'win', '250', 'wkly', 'shopping', 'spree', 'txt', 'shop', '80878', 'tscs', 'wwwtxt2shopcom', 'custcare', '08715705022', '1x150pwk']","['ur', 'chanc', 'win', '250', 'wkli', 'shop', 'spree', 'txt', 'shop', '80878', 'tsc', 'wwwtxt2shopcom', 'custcar', '08715705022', '1x150pwk']","['ur', 'chance', 'win', '250', 'wkly', 'shopping', 'spree', 'txt', 'shop', '80878', 'tscs', 'wwwtxt2shopcom', 'custcare', '08715705022', '1x150pwk']"
4581,ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,Noooooooo please Last thing I need is stress For once in your life be fair,"['noooooooo', 'please', 'last', 'thing', 'i', 'need', 'is', 'stress', 'for', 'once', 'in', 'your', 'life', 'be', 'fair']","['noooooooo', 'please', 'last', 'thing', 'need', 'stress', 'life', 'fair']","['noooooooo', 'pleas', 'last', 'thing', 'need', 'stress', 'life', 'fair']","['noooooooo', 'please', 'last', 'thing', 'need', 'stress', 'life', 'fair']"
4582,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,U have a Secret Admirer who is looking 2 make contact with Ufind out who they Rreveal who thinks UR so specialcall on 09065171142stopsms08718727870150ppm,"['u', 'have', 'a', 'secret', 'admirer', 'who', 'is', 'looking', '2', 'make', 'contact', 'with', 'ufind', 'out', 'who', 'they', 'rreveal', 'who', 'thinks', 'ur', 'so', 'specialcall', 'on', '09065171142stopsms08718727870150ppm']","['u', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'ufind', 'rreveal', 'thinks', 'ur', 'specialcall', '09065171142stopsms08718727870150ppm']","['u', 'secret', 'admir', 'look', '2', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcal', '09065171142stopsms08718727870150ppm']","['u', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcall', '09065171142stopsms08718727870150ppm']"
4583,spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",Mila age23 blonde new in UK I look sex with UK guys if u like fun with me Text MTALK to 6986618  30pptxt 1st 5free £150 increments Help08718728876,"['mila', 'age23', 'blonde', 'new', 'in', 'uk', 'i', 'look', 'sex', 'with', 'uk', 'guys', 'if', 'u', 'like', 'fun', 'with', 'me', 'text', 'mtalk', 'to', '6986618', '30pptxt', '1st', '5free', '150', 'increments', 'help08718728876']","['mila', 'age23', 'blonde', 'new', 'uk', 'look', 'sex', 'uk', 'guys', 'u', 'like', 'fun', 'text', 'mtalk', '6986618', '30pptxt', '1st', '5free', '150', 'increments', 'help08718728876']","['mila', 'age23', 'blond', 'new', 'uk', 'look', 'sex', 'uk', 'guy', 'u', 'like', 'fun', 'text', 'mtalk', '6986618', '30pptxt', '1st', '5free', '150', 'increment', 'help08718728876']","['mila', 'age23', 'blonde', 'new', 'uk', 'look', 'sex', 'uk', 'guy', 'u', 'like', 'fun', 'text', 'mtalk', '6986618', '30pptxt', '1st', '5free', '150', 'increment', 'help08718728876']"
4584,ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",Ill see if I can swing by in a bit got some things to take care of here firsg,"['ill', 'see', 'if', 'i', 'can', 'swing', 'by', 'in', 'a', 'bit', 'got', 'some', 'things', 'to', 'take', 'care', 'of', 'here', 'firsg']","['ill', 'see', 'swing', 'bit', 'got', 'things', 'take', 'care', 'firsg']","['ill', 'see', 'swing', 'bit', 'got', 'thing', 'take', 'care', 'firsg']","['ill', 'see', 'swing', 'bit', 'got', 'thing', 'take', 'care', 'firsg']"
4585,ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person Ill make a trip to Ptbo for that I hope everything is good with you babe and I love ya ,"['i', 'wanted', 'to', 'wish', 'you', 'a', 'happy', 'new', 'year', 'and', 'i', 'wanted', 'to', 'talk', 'to', 'you', 'about', 'some', 'legal', 'advice', 'to', 'do', 'with', 'when', 'gary', 'and', 'i', 'split', 'but', 'in', 'person', 'ill', 'make', 'a', 'trip', 'to', 'ptbo', 'for', 'that', 'i', 'hope', 'everything', 'is', 'good', 'with', 'you', 'babe', 'and', 'i', 'love', 'ya', '']","['wanted', 'wish', 'happy', 'new', 'year', 'wanted', 'talk', 'legal', 'advice', 'gary', 'split', 'person', 'ill', 'make', 'trip', 'ptbo', 'hope', 'everything', 'good', 'babe', 'love', 'ya', '']","['want', 'wish', 'happi', 'new', 'year', 'want', 'talk', 'legal', 'advic', 'gari', 'split', 'person', 'ill', 'make', 'trip', 'ptbo', 'hope', 'everyth', 'good', 'babe', 'love', 'ya', '']","['wanted', 'wish', 'happy', 'new', 'year', 'wanted', 'talk', 'legal', 'advice', 'gary', 'split', 'person', 'ill', 'make', 'trip', 'ptbo', 'hope', 'everything', 'good', 'babe', 'love', 'ya', '']"
4586,ham,Have you not finished work yet or something?,Have you not finished work yet or something,"['have', 'you', 'not', 'finished', 'work', 'yet', 'or', 'something']","['finished', 'work', 'yet', 'something']","['finish', 'work', 'yet', 'someth']","['finished', 'work', 'yet', 'something']"
4587,ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,Tomorrow i am not going to theatre   So i can come wherever u call me   Tell me where and when to come tomorrow,"['tomorrow', 'i', 'am', 'not', 'going', 'to', 'theatre', 'so', 'i', 'can', 'come', 'wherever', 'u', 'call', 'me', 'tell', 'me', 'where', 'and', 'when', 'to', 'come', 'tomorrow']","['tomorrow', 'going', 'theatre', 'come', 'wherever', 'u', 'call', 'tell', 'come', 'tomorrow']","['tomorrow', 'go', 'theatr', 'come', 'wherev', 'u', 'call', 'tell', 'come', 'tomorrow']","['tomorrow', 'going', 'theatre', 'come', 'wherever', 'u', 'call', 'tell', 'come', 'tomorrow']"
4588,spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,Well done ENGLAND Get the official poly ringtone or colour flag on yer mobile text TONE or FLAG to 84199 NOW Optout txt ENG STOP Box39822 W111WX £150,"['well', 'done', 'england', 'get', 'the', 'official', 'poly', 'ringtone', 'or', 'colour', 'flag', 'on', 'yer', 'mobile', 'text', 'tone', 'or', 'flag', 'to', '84199', 'now', 'optout', 'txt', 'eng', 'stop', 'box39822', 'w111wx', '150']","['well', 'done', 'england', 'get', 'official', 'poly', 'ringtone', 'colour', 'flag', 'yer', 'mobile', 'text', 'tone', 'flag', '84199', 'optout', 'txt', 'eng', 'stop', 'box39822', 'w111wx', '150']","['well', 'done', 'england', 'get', 'offici', 'poli', 'rington', 'colour', 'flag', 'yer', 'mobil', 'text', 'tone', 'flag', '84199', 'optout', 'txt', 'eng', 'stop', 'box39822', 'w111wx', '150']","['well', 'done', 'england', 'get', 'official', 'poly', 'ringtone', 'colour', 'flag', 'yer', 'mobile', 'text', 'tone', 'flag', '84199', 'optout', 'txt', 'eng', 'stop', 'box39822', 'w111wx', '150']"
4589,ham,Right it wasnt you who phoned it was someone with a number like yours!,Right it wasnt you who phoned it was someone with a number like yours,"['right', 'it', 'wasnt', 'you', 'who', 'phoned', 'it', 'was', 'someone', 'with', 'a', 'number', 'like', 'yours']","['right', 'wasnt', 'phoned', 'someone', 'number', 'like']","['right', 'wasnt', 'phone', 'someon', 'number', 'like']","['right', 'wasnt', 'phoned', 'someone', 'number', 'like']"
4590,ham,It's ok i wun b angry. Msg u aft i come home tonight.,Its ok i wun b angry Msg u aft i come home tonight,"['its', 'ok', 'i', 'wun', 'b', 'angry', 'msg', 'u', 'aft', 'i', 'come', 'home', 'tonight']","['ok', 'wun', 'b', 'angry', 'msg', 'u', 'aft', 'come', 'home', 'tonight']","['ok', 'wun', 'b', 'angri', 'msg', 'u', 'aft', 'come', 'home', 'tonight']","['ok', 'wun', 'b', 'angry', 'msg', 'u', 'aft', 'come', 'home', 'tonight']"
